,product_id,count
21633,84090,502
64671,6770443,502
68494,6827775,501
32991,3564292,501
67476,6818408,501
3480,13832,501
50539,5477954,501
68057,6826895,501
28945,201661,501
8747,37407,501
63797,6749976,500
68580,6999864,500
3658,14300,500
10903,57321,500
12466,60701,500
58613,6691946,500
50855,5478346,500
9138,38753,500
68512,6827838,500
36831,4141317,500
19722,78547,500
57688,6677986,500
74884,7047725,500
31451,3053931,500
11868,59375,500
14857,67379,499
56827,6607557,499
51517,5481759,499
51500,5481731,499
63647,6749488,499
698,2529,499
50212,5477494,499
38517,4276382,499
17485,73483,499
9687,45610,499
55321,6210248,499
41602,5046638,499
11918,59532,499
7662,29581,499
8021,30272,499
15496,69240,499
3959,14928,499
38720,4276782,499
4195,15621,498
82703,7342615,498
66199,6785163,498
4694,17330,498
30477,2834964,498
34694,3819462,498
15459,69136,498
8490,36829,498
78225,7065174,498
45233,5073012,498
44661,5063205,498
26418,100460,498
37400,4203454,498
1429,6736,498
57969,6691112,498
30131,2834419,498
16284,70994,498
42181,5047493,498
56941,6607766,498
10835,57216,498
60272,6695168,498
69884,7014961,497
78689,7071981,497
7624,28195,497
12739,61388,497
35667,3855855,497
38253,4275927,497
1032,5197,497
39943,4831173,497
75276,7048407,497
32652,3497451,497
51259,5479820,497
12962,62206,497
54691,6003769,497
18988,76584,497
7503,28000,497
50424,5477791,497
3318,13497,497
63598,6749426,497
56138,6388048,496
16638,71689,496
19524,77718,496
25391,95782,496
24213,90811,496
35550,3851054,496
16024,70422,496
6430,25092,496
39383,4592524,496
60065,6694897,496
744,2603,496
1007,5152,496
17902,74451,496
68511,6827837,496
31257,3048671,496
35633,3855064,496
48455,5469398,496
53941,5657742,496
42803,5051508,496
25079,94157,496
27563,104569,496
15256,68497,496
9484,44828,495
79796,7106993,495
27856,105967,495
13520,63935,495
23882,89840,495
35408,3839053,495
6225,24712,495
3554,14022,495
35635,3855066,495
77136,7060872,494
69777,7014228,494
53407,5629946,494
14002,64975,494
82981,7344285,494
16443,71308,494
25625,96297,494
43380,5060936,494
7431,27838,494
34255,3818571,494
74149,7043113,494
15511,69272,494
59773,6693327,494
11094,57605,494
17367,73199,494
50320,5477638,494
31145,3044233,494
30223,2834547,494
4991,18321,494
43636,5061277,493
21580,83946,493
16655,71714,493
46068,5074602,493
8146,31314,493
5945,22962,493
41009,5045730,493
31872,3069429,493
54478,5997193,493
75136,7048203,493
46303,5075131,493
33618,3599485,493
41884,5047019,493
22554,86968,493
51383,5481309,493
33428,3585888,492
56151,6388062,492
39880,4830993,492
10781,57128,492
18979,76572,492
54627,6003663,492
20545,80465,492
8244,36130,492
17615,73750,491
4412,16635,491
16226,70878,491
25428,95889,491
5761,21875,491
33199,3570305,491
15806,69954,491
29420,2586492,491
10436,53134,491
31342,3052234,491
12425,60603,491
14921,67488,491
65432,6784028,491
22313,86365,491
3260,13402,491
37714,4274923,491
38467,4276299,491
65694,6784420,491
15522,69303,491
8795,37494,490
15429,69034,490
10400,52907,490
20469,80272,490
56923,6607724,490
3213,13183,490
18111,74883,490
57303,6640524,490
61322,6697423,490
14982,67593,490
6091,24381,490
10678,56957,490
7555,28076,490
8707,37356,490
8158,31437,490
7604,28164,490
39252,4277726,490
21673,84176,490
35279,3829855,490
43930,5061736,490
37762,4274997,489
11687,58878,489
3363,13576,489
70101,7015826,489
42828,5051542,489
7570,28094,489
51208,5479498,489
11227,57808,489
44660,5063204,489
502,1909,489
33379,3583081,489
15937,70231,489
32710,3497534,489
65398,6782774,489
51898,5482914,489
13017,62425,489
51140,5479377,489
50751,5478236,489
7543,28057,489
58810,6692176,489
15993,70363,488
46904,5209290,488
60922,6696216,488
10078,50331,488
18360,75359,488
45788,5074092,488
289,1002,488
1554,7090,488
32897,3560690,488
38550,4276437,488
51195,5479471,488
58583,6691915,488
38478,4276312,488
5864,22466,488
7749,29737,488
15590,69488,488
9462,44799,487
57111,6636191,487
83716,7364753,487
11319,57949,487
55288,6210199,487
59277,6692756,487
69870,7014943,487
22254,86194,487
44032,5062132,487
60018,6694823,487
41046,5045791,487
7004,26599,487
18786,76235,487
802,4456,487
9467,44804,487
940,4902,487
14509,66858,487
34150,3818418,487
7085,26785,487
51423,5481371,487
1671,7494,487
8258,36155,487
9116,38726,487
53709,5657393,487
6783,25975,487
38597,4276520,486
16843,72070,486
6673,25795,486
65380,6782756,486
15072,67819,486
6498,25207,486
15223,68411,486
7647,29561,486
29626,2833560,486
46217,5074941,486
569,2064,486
40134,5044266,486
56461,6565246,486
51081,5479146,486
11765,59079,486
4188,15610,485
26485,100662,485
14859,67382,485
12755,61451,485
38025,4275538,485
28138,198497,485
6428,25087,485
12155,60069,485
4874,17769,485
2648,10051,485
8567,37076,485
14633,67025,485
36979,4141729,485
50637,5478088,485
342,1229,485
54730,6003851,485
54459,5997167,485
39452,4592684,485
26670,101416,485
41540,5046563,485
6405,25035,484
19180,76929,484
9810,46967,484
41493,5046502,484
34289,3818608,484
50353,5477704,484
38625,4276569,484
17565,73664,484
55881,6371241,484
30796,2835459,484
48672,5469711,484
47903,5216418,484
38196,4275830,484
1036,5205,484
87519,7724781,483
44502,5062908,483
65704,6784432,483
60643,6695697,483
13436,63779,483
50362,5477714,483
5246,19322,483
51381,5481307,483
7498,27986,483
27953,106386,483
3529,13976,483
12401,60541,483
3864,14734,483
12417,60583,483
45529,5073532,483
38101,4275685,483
14907,67449,483
24129,90470,483
2618,9960,483
2603,9924,483
14731,67170,483
33051,3565883,482
3571,14073,482
16706,71800,482
3128,12847,482
11046,57534,482
20844,81230,482
39589,4593057,482
1637,7431,482
6349,24944,482
8227,36106,482
48691,5469738,482
82301,7340030,482
48582,5469581,482
9819,47075,482
36958,4141701,482
37549,4243075,482
14779,67239,482
84478,7386401,481
1031,5196,481
43228,5060713,481
7168,27346,481
37719,4274932,481
36733,4033740,481
31254,3048668,481
13896,64759,481
14496,66829,481
3463,13805,481
6086,24367,481
12312,60325,481
9736,46011,481
16709,71803,481
8492,36838,481
57897,6685950,481
32594,3497355,481
35390,3837859,481
53655,5654321,481
995,5109,480
25745,96537,480
45565,5073581,480
51698,5482074,480
62807,6747232,480
48208,5217380,480
54436,5997135,480
49881,5477012,480
28528,199783,480
35017,3821453,480
74791,7044048,480
27733,105473,480
2487,9675,480
12897,62005,480
15141,68088,480
18144,74957,480
51519,5481761,480
44228,5062501,480
19273,77059,479
32631,3497418,479
51531,5481774,479
32585,3497340,479
8296,36255,479
15175,68243,479
1893,7912,479
46941,5209353,479
3731,14460,479
11796,59166,479
4609,17138,479
4913,17955,479
25511,96118,479
79964,7107314,479
50420,5477787,479
42138,5047447,479
22336,86438,479
21669,84169,479
8232,36111,479
36944,4141670,479
3800,14598,479
9957,49935,479
19884,78853,479
27079,102845,478
25372,95738,478
3649,14287,478
74194,7043187,478
49907,5477046,478
38957,4277208,478
4740,17497,478
52275,5488989,478
20130,79523,478
57957,6691098,478
10968,57415,478
78775,7103565,478
21814,84509,478
25536,96167,478
27730,105467,477
22926,87972,477
13569,64019,477
4074,15288,477
51532,5481775,477
40338,5044686,477
67429,6818355,477
59560,6693092,477
12222,60163,477
73148,7034516,477
1727,7581,477
63005,6748090,477
35634,3855065,477
1194,5742,477
45488,5073474,477
33138,3567885,477
12509,60811,477
18195,75046,477
56832,6607562,477
51122,5479357,476
29758,2833789,476
30065,2834293,476
16026,70425,476
56629,6606297,476
81060,7325299,476
11353,58007,476
33786,3817577,476
7440,27854,476
38417,4276181,476
45576,5073610,476
43320,5060856,475
13831,64626,475
10805,57167,475
26977,102553,475
405,1554,475
54541,6003510,475
6777,25962,475
32583,3497338,475
34369,3818706,475
43581,5061200,475
67486,6818418,475
7557,28078,475
18212,75084,475
32119,3082235,475
27277,103488,475
22270,86248,475
23849,89747,475
26376,100341,475
58582,6691914,475
18682,76029,475
65913,6784693,475
16358,71132,475
16979,72304,474
32751,3497607,474
46685,5075963,474
4831,17684,474
15866,70088,474
27853,105964,474
46593,5075788,474
63133,6748579,474
22393,86581,474
463,1794,474
78338,7067145,474
49997,5477177,474
56940,6607764,474
63213,6748735,474
4707,17375,474
19392,77279,474
48987,5470980,474
52239,5488947,473
1925,7969,473
1323,6376,473
24789,93510,473
2179,8683,473
49930,5477070,473
9720,45917,473
46691,5075969,473
11716,58940,473
51904,5482920,473
14534,66889,473
13853,64682,473
4745,17507,473
28320,199376,473
35187,3825073,473
22567,86991,473
9970,49961,473
51695,5482065,473
28549,199823,473
37442,4209074,473
7247,27482,472
40362,5044712,472
70573,7024366,472
10356,52644,472
51372,5481290,472
15197,68336,472
63219,6748742,472
61282,6697374,472
5577,21062,472
43503,5061095,472
31878,3069436,472
856,4642,472
77100,7060797,472
60035,6694843,472
64451,6770182,472
4841,17700,472
898,4768,472
59840,6694607,471
41197,5046024,471
41386,5046334,471
35071,3822655,471
5340,20000,471
21804,84492,471
5374,20074,471
38757,4276847,471
22396,86584,471
10186,51059,471
28078,198072,471
14956,67552,471
32039,3077043,471
33544,3593110,471
59439,6692944,471
5073,18581,471
29087,201944,471
1861,7828,470
1008,5153,470
12169,60090,470
14624,67016,470
3854,14716,470
39578,4593044,470
33472,3590685,470
19203,76958,470
4212,15650,470
28903,201584,470
24306,91299,470
32989,3564290,470
14641,67034,470
1532,6999,470
31243,3048655,470
24811,93577,470
41458,5046457,470
4711,17399,469
18545,75777,469
16479,71381,469
38265,4275942,469
38647,4276598,469
50619,5478069,469
19407,77306,469
8237,36117,469
40920,5045601,469
49195,5471609,469
15210,68362,469
13660,64156,469
62353,6743818,469
80995,7325190,469
4573,16996,469
22497,86807,469
6660,25739,469
37725,4274938,469
15845,70048,468
55808,6371128,468
6272,24816,468
8216,36095,468
50622,5478073,468
22196,85997,468
15939,70235,468
50190,5477469,468
7670,29590,468
17753,74068,468
16666,71735,468
24017,90166,468
35189,3825075,468
11894,59455,468
76924,7057447,468
2771,10694,468
27238,103362,468
1124,5568,468
588,2126,468
50761,5478246,468
7107,27259,468
89593,9222920,468
15251,68486,468
20334,79947,468
42307,5050787,468
23873,89807,467
10683,56969,467
17644,73851,467
15235,68442,467
16512,71445,467
11847,59298,467
74793,7044050,467
50599,5478041,467
38019,4275530,467
4474,16772,467
32647,3497445,467
2060,8303,466
33521,3593081,466
35348,3835059,466
18206,75068,466
62117,6743232,466
54533,6003486,466
9105,38705,466
40380,5044748,466
10310,52437,466
33596,3595473,466
6049,23894,466
50683,5478141,466
29562,2833459,466
51509,5481741,466
30579,2835149,466
44653,5063182,466
8180,35026,466
62802,6747227,466
38638,4276587,466
249,882,466
31909,3074654,466
26980,102559,466
1774,7688,466
48717,5469805,466
12464,60698,466
25389,95780,466
4537,16904,466
27330,103711,465
62470,6744453,465
33936,3818060,465
3665,14309,465
9686,45609,465
67485,6818417,465
18513,75685,465
60713,6695781,465
46667,5075942,465
49970,5477126,465
25299,95517,465
16413,71245,465
38052,4275594,465
39311,4277862,465
40519,5044972,465
77442,7061936,465
19705,78516,465
41240,5046107,465
26384,100365,465
449,1768,465
44763,5063388,465
5560,20846,465
660,2405,465
9438,44760,464
9732,45983,464
49035,5471035,464
20353,79982,464
4448,16714,464
22653,87236,464
34727,3819516,464
19777,78678,464
1752,7640,464
13982,64923,464
29463,2600486,464
6121,24487,464
13061,62562,464
75216,7048326,464
29807,2833871,464
7897,30015,464
29971,2834120,464
8906,38236,464
4567,16980,464
74544,7043711,464
1380,6574,463
31042,3042234,463
44536,5062956,463
8798,37497,463
1431,6738,463
2667,10086,463
15532,69323,463
43223,5060708,463
5411,20185,463
17366,73198,463
43978,5061917,463
55807,6371127,463
24787,93496,463
7622,28191,463
41665,5046712,463
1246,5992,463
19533,77773,463
51353,5481260,463
31039,3042231,462
4689,17325,462
24185,90707,462
17906,74457,462
88962,9127340,462
41301,5046186,462
36982,4141734,462
16956,72268,462
35547,3850673,462
24096,90389,462
19505,77667,462
8177,31715,462
50709,5478179,462
41047,5045792,462
11033,57515,462
1384,6601,462
9124,38734,462
14781,67241,462
25645,96342,462
10850,57234,461
41455,5046454,461
6635,25670,461
67427,6818352,461
30227,2834552,461
1610,7361,461
7351,27677,461
50630,5478081,461
10163,50742,461
4526,16888,461
55286,6210197,461
22187,85962,461
54583,6003570,461
15104,67969,461
38524,4276389,461
70746,7029466,461
74577,7043749,461
69888,7014966,461
7770,29783,461
13703,64235,461
16660,71722,461
37748,4274969,461
51499,5481730,461
56291,6390616,460
24981,93974,460
32255,3086231,460
16224,70874,460
31736,3064257,460
32366,3101065,460
43732,5061442,460
58927,6692303,460
82716,7342641,460
9251,39516,460
12835,61699,460
1662,7480,460
22561,86983,460
4570,16988,460
49931,5477071,460
64077,6768141,460
48066,5217055,460
75280,7048411,460
3405,13686,460
9553,45313,460
13923,64815,460
14709,67133,460
56483,6565323,459
53671,5654345,459
59558,6693089,459
877,4697,459
16864,72102,459
77135,7060871,459
32605,3497379,459
21518,83778,459
81058,7325294,459
10285,51780,459
610,2167,459
51287,5479876,459
53791,5657503,459
28675,201076,459
19166,76891,459
27983,196842,459
30826,3031050,459
16339,71092,459
27366,103839,459
16755,71887,459
8276,36210,459
25206,94864,459
11205,57777,459
19710,78526,459
2639,10033,459
43506,5061103,458
38921,4277141,458
39242,4277703,458
10656,56918,458
15564,69419,458
3533,13983,458
15971,70313,458
53619,5651518,458
4695,17334,458
9740,46193,458
25575,96229,458
87518,7724780,458
68448,6827716,458
10081,50339,458
54367,5993778,458
17699,73973,458
33522,3593082,458
14745,67189,458
12549,60883,458
10838,57219,458
78085,7064865,458
12173,60094,458
26871,102244,458
54710,6003817,458
41028,5045764,457
40035,4831355,457
14165,65508,457
12592,60988,457
3581,14105,457
58096,6691269,457
32314,3096243,457
40459,5044883,457
50839,5478330,457
17231,72810,457
4364,16338,456
4159,15534,456
38228,4275879,456
17980,74632,456
57817,6685857,456
16679,71759,456
8338,36382,456
52320,5566968,456
88968,9127348,456
33018,3564699,456
54405,5993841,456
45844,5074203,456
14086,65258,456
40918,5045599,456
18223,75105,456
1361,6511,456
81105,7325366,456
48955,5470938,456
15963,70285,456
31352,3052249,456
27036,102717,456
11359,58017,456
54833,6004020,455
23838,89717,455
40435,5044845,455
1652,7468,455
31221,3047843,455
11361,58019,455
33433,3585893,455
14162,65486,455
26005,98554,455
13483,63868,455
33536,3593101,455
1304,6338,455
3411,13697,455
30749,2835388,455
27278,103489,455
70451,7016413,455
40866,5045528,455
46164,5074795,455
42119,5047413,454
49233,5473440,454
3928,14870,454
28571,200850,454
34731,3819533,454
9555,45315,454
7623,28192,454
39957,4831195,454
9094,38689,454
34398,3818751,454
53902,5657673,454
70438,7016399,454
12839,61718,453
12870,61847,453
14548,66903,453
8033,30296,453
7095,26833,453
16906,72188,453
30571,2835127,453
81054,7325286,453
8653,37257,453
17556,73635,453
32690,3497506,453
38706,4276767,453
803,4457,453
11238,57822,453
37736,4274949,453
30541,2835090,453
51611,5481876,453
5128,18841,453
24047,90233,453
24161,90591,453
49661,5476647,453
16480,71382,453
9644,45520,453
8398,36498,453
13759,64391,452
46325,5075193,452
47507,5215313,452
270,916,452
54723,6003843,452
53674,5654349,452
8971,38345,452
15670,69690,452
6662,25748,452
37737,4274950,452
11604,58704,452
10581,55123,452
3608,14176,452
24804,93545,452
4712,17400,452
32815,3533482,452
63868,6750097,452
14780,67240,452
25180,94649,452
42796,5051501,452
35322,3833457,452
21872,84851,452
22580,87016,452
1174,5694,452
2519,9747,452
2602,9920,452
2782,10714,452
7447,27872,451
59431,6692936,451
43615,5061246,451
49194,5471608,451
61096,6696998,451
41172,5045989,451
34069,3818276,451
8162,31490,451
61052,6696908,451
29590,2833501,451
6044,23889,451
18052,74743,451
27103,102879,451
44740,5063345,451
73100,7034386,451
49938,5477079,451
69980,7015605,451
8022,30273,451
59430,6692935,451
14045,65137,451
7087,26787,451
1670,7493,451
3969,14949,451
539,2017,451
28725,201166,451
1033,5199,450
11475,58199,450
54547,6003517,450
16691,71777,450
88979,9127365,450
4409,16629,450
78723,7072081,450
53420,5629961,450
982,5076,450
15724,69798,450
65035,6770936,450
35544,3850670,450
55056,6005141,450
41451,5046450,450
56364,6390786,450
39551,4593007,450
27173,103191,450
51912,5482928,450
31879,3069437,450
19607,78110,450
52119,5483297,450
40627,5045127,449
50504,5477913,449
80138,7107686,449
9455,44784,449
41659,5046706,449
39617,4593107,449
25672,96390,449
14631,67023,449
56823,6607549,449
65920,6784704,449
17694,73962,449
58617,6691950,449
51369,5481285,449
11951,59595,449
20813,81138,449
63757,6749931,449
55297,6210208,449
1078,5368,449
9009,38433,449
24204,90787,448
33940,3818067,448
63685,6749534,448
3532,13982,448
60559,6695571,448
31237,3048645,448
43421,5060991,448
31860,3069033,448
13784,64506,448
14213,65685,448
8813,37542,448
13605,64071,448
46575,5075769,448
19596,78046,448
6640,25691,448
46089,5074660,448
20262,79807,447
56507,6591084,447
44476,5062864,447
45613,5073663,447
3269,13422,447
894,4746,447
10020,50083,447
32838,3558673,447
16301,71023,447
25194,94752,447
4576,17006,447
21695,84227,446
59839,6694606,446
46628,5075858,446
32799,3502686,446
49886,5477017,446
48659,5469689,446
34342,3818668,446
40466,5044896,446
10654,56913,446
11044,57532,446
30648,2835260,446
32765,3497646,446
57947,6691084,446
2450,9605,446
5046,18481,446
41598,5046633,446
91944,13550145,446
21591,83964,446
39655,4593151,446
26271,100051,445
5580,21091,445
40558,5045024,445
4421,16651,445
15120,68019,445
19429,77361,445
58075,6691247,445
8605,37157,445
46804,5076175,445
12064,59904,445
18920,76460,445
4358,16289,445
4772,17576,445
57412,6640671,445
59519,6693033,445
4602,17114,445
39049,4277356,445
13583,64043,445
4639,17206,445
51135,5479372,445
52048,5483187,444
67491,6818423,444
9186,38849,444
1599,7334,444
14514,66864,444
25538,96169,444
78043,7064623,444
18051,74742,444
9497,44844,444
50998,5478982,444
1201,5781,444
57755,6678159,444
13780,64489,444
4860,17731,444
51872,5482493,444
77511,7062037,443
34392,3818742,443
28593,200889,443
46812,5076186,443
24489,92016,443
12470,60707,443
8032,30295,443
13037,62476,443
4779,17593,443
11519,58296,443
30013,2834183,443
43557,5061173,443
33435,3585897,443
29913,2834040,443
91394,10524128,443
51157,5479407,443
25579,96234,443
32694,3497513,443
54626,6003662,443
54733,6003854,443
87520,7724782,443
32999,3564675,443
23940,89976,443
17722,74027,443
12968,62240,442
1176,5700,442
29848,2833942,442
7600,28159,442
59913,6694690,442
3550,14012,442
51068,5479130,442
52257,5488968,442
12171,60092,442
65627,6784324,442
43638,5061279,442
13472,63853,442
51893,5482909,442
9803,46900,442
38809,4276945,442
57305,6640526,442
63798,6749977,442
50213,5477495,442
3685,14352,442
9902,48342,442
40515,5044968,441
5641,21505,441
3616,14186,441
19065,76714,441
34990,3820676,441
51665,5481974,441
40899,5045571,441
31159,3045035,441
1113,5542,441
33534,3593099,441
73623,7036215,441
27859,105976,441
42116,5047408,441
50764,5478249,441
763,2657,441
48983,5470975,441
11129,57655,441
5499,20412,441
13652,64140,441
55757,6368537,440
8290,36240,440
59538,6693058,440
60851,6696074,440
59754,6693307,440
11239,57824,440
893,4745,440
1642,7443,440
7603,28163,440
42087,5047366,440
13992,64960,440
56573,6593301,440
22400,86588,440
54566,6003550,440
34610,3819122,440
59054,6692462,440
1792,7724,440
46633,5075863,440
14887,67419,440
11045,57533,439
26296,100125,439
1452,6780,439
12860,61806,439
1808,7742,439
24984,93978,439
19885,78854,439
53888,5657659,439
59615,6693147,439
51489,5481707,439
24156,90581,439
6741,25888,439
21763,84387,439
41851,5046981,439
17473,73456,439
24661,92756,438
54543,6003513,438
37399,4203453,438
4378,16475,438
34376,3818717,438
56053,6375421,438
62688,6744883,438
16932,72225,438
80453,7313836,438
54132,5659315,438
4645,17215,438
68254,6827313,438
19,58,438
4357,16288,438
59614,6693146,438
10874,57267,438
73352,7034875,438
9473,44815,438
5871,22479,438
2581,9872,438
30198,2834518,438
18765,76190,438
49400,5474251,438
51454,5481657,438
49173,5471572,438
32315,3096248,437
41322,5046223,437
41370,5046308,437
14431,66608,437
37425,4204677,437
55994,6375233,437
1358,6503,437
434,1736,437
39234,4277687,437
34275,3818591,437
38016,4275527,437
3801,14602,437
9876,47850,437
38437,4276230,437
78226,7065175,437
16484,71387,437
58240,6691458,437
3818,14631,437
46393,5075385,437
7461,27892,437
29254,1471360,437
44473,5062861,437
7583,28123,437
11363,58021,437
74917,7047814,437
13356,63618,437
12416,60581,437
45918,5074333,436
15678,69710,436
75277,7048408,436
20418,80155,436
40503,5044955,436
13439,63784,436
63737,6749600,436
8802,37506,436
1988,8146,436
8999,38407,436
30505,2835019,436
37598,4274642,436
7721,29678,436
5116,18770,436
68112,6826986,436
320,1187,436
29401,2564091,436
10522,54747,435
24832,93631,435
50771,5478256,435
8371,36444,435
7005,26600,435
25076,94153,435
56572,6593300,435
1676,7500,435
51664,5481971,435
25543,96175,435
17545,73613,435
14503,66848,435
60923,6696217,435
63866,6750095,435
13683,64191,435
85183,7393963,435
33774,3817550,435
6238,24731,435
9647,45526,435
1506,6936,434
49430,5474346,434
8273,36198,434
3250,13345,434
38463,4276294,434
5744,21828,434
53789,5657501,434
7641,29554,434
40122,5044245,434
11139,57680,434
22747,87523,434
11577,58652,434
22560,86982,434
69873,7014946,434
29981,2834130,434
17927,74503,433
33548,3593477,433
66936,6804734,433
778,4409,433
32700,3497520,433
7360,27701,433
38492,4276345,433
33293,3572681,433
27991,196855,433
1331,6402,433
33426,3585885,433
7722,29680,433
5606,21394,433
16280,70985,433
26146,99578,433
55285,6210196,433
14504,66853,433
6528,25377,433
5023,18423,433
14802,67286,433
12301,60308,433
9059,38597,433
7611,28174,433
351,1260,433
12451,60664,432
60403,6695349,432
40721,5045260,432
29143,202092,432
31101,3043053,432
14344,66235,432
49864,5476979,432
34323,3818648,432
16223,70873,432
67906,6824613,432
10582,55124,432
72661,7033330,432
51568,5481831,432
6768,25946,432
50356,5477707,432
12023,59803,432
22329,86414,431
18617,75918,431
33302,3574275,431
7081,26780,431
5467,20327,431
7536,28045,431
33214,3570323,431
37763,4274998,431
57372,6640606,431
38057,4275603,431
77507,7062031,431
8898,38225,431
81176,7325465,431
16070,70516,431
26007,98565,431
39812,4830890,431
2059,8297,430
15157,68186,430
22042,85627,430
57307,6640528,430
17291,72986,430
24778,93479,430
32944,3563094,430
70155,7015905,430
7528,28037,430
25649,96349,430
39112,4277455,430
66157,6785075,430
30104,2834376,430
17784,74148,430
38449,4276257,430
72371,7032748,430
1299,6331,430
54552,6003522,430
58579,6691911,430
30132,2834420,430
46368,5075350,430
32903,3561080,430
33492,3591088,430
13116,62730,430
33597,3597073,430
26671,101418,429
44633,5063147,429
54637,6003678,429
4648,17219,429
6833,26095,429
36445,3866672,429
1722,7575,429
11047,57535,429
64122,6768205,429
48157,5217265,429
27143,103092,429
423,1661,429
29118,202015,429
9246,39499,429
51164,5479415,429
32775,3497662,429
24427,91746,429
4950,18064,429
34478,3818865,429
21942,85271,429
21971,85349,429
56576,6593304,429
38015,4275526,429
10754,57082,429
13835,64635,429
16862,72097,429
255,891,429
32089,3079828,429
63646,6749486,429
1243,5972,429
51455,5481658,429
78175,7065050,429
3703,14402,428
26667,101410,428
768,4383,428
69952,7015562,428
26319,100204,428
51308,5479911,428
42793,5051495,428
32367,3101066,428
32609,3497388,428
11017,57490,428
81138,7325400,428
6809,26037,428
7874,29954,428
9256,39523,428
3469,13817,428
15642,69615,428
14716,67145,428
15071,67817,428
13611,64079,428
75278,7048409,428
57116,6636196,428
34256,3818572,428
1067,5286,428
3807,14611,427
13180,62979,427
12048,59851,427
73350,7034873,427
16802,71998,427
9284,39575,427
6767,25945,427
38633,4276580,427
74555,7043727,427
31060,3042261,427
50973,5478848,427
56541,6591137,427
51612,5481877,427
36973,4141720,426
13996,64965,426
48716,5469803,426
9243,39493,426
73549,7035306,426
1854,7821,426
53689,5657363,426
82635,7342450,426
7238,27473,426
30936,3039030,426
34449,3818811,426
28402,199563,426
46947,5209362,426
28317,199373,426
42835,5051575,426
15303,68666,426
15254,68495,426
22357,86516,425
8279,36216,425
33204,3570312,425
36664,4033649,425
8803,37507,425
25395,95786,425
10040,50164,425
6766,25937,425
53424,5629965,425
6365,24973,425
9579,45349,425
52012,5483122,425
9374,39790,425
10143,50621,425
13515,63926,425
31409,3053860,425
34919,3819857,425
38310,4276011,425
26956,102521,425
53878,5657649,424
83135,7356270,424
10426,53068,424
15055,67764,424
10209,51180,424
25688,96428,424
602,2152,424
9575,45345,424
42072,5047340,424
77114,7060818,424
3113,12799,424
30329,2834686,424
60052,6694883,424
23903,89894,424
10278,51517,424
38651,4276602,424
49707,5476745,424
15007,67638,424
25510,96117,424
8674,37283,424
31867,3069040,424
496,1888,424
8203,36077,424
50763,5478248,424
22800,87638,424
63450,6749034,424
19329,77154,424
22213,86064,423
14665,67069,423
30523,2835063,423
5831,22333,423
45607,5073647,423
59838,6694605,423
63650,6749491,423
65841,6784594,423
6034,23860,423
54799,6003970,423
45324,5073168,423
31012,3041040,423
48649,5469676,423
13422,63742,423
43599,5061227,423
56341,6390737,423
68262,6827322,423
74609,7043783,422
29384,2563683,422
51456,5481659,422
41694,5046753,422
30747,2835386,422
19869,78828,422
51538,5481783,422
28148,198515,422
5910,22578,422
11678,58855,422
50754,5478239,422
46475,5075575,422
57841,6685883,422
84544,7387493,422
59304,6692783,422
49691,5476728,422
70849,7029611,421
3479,13830,421
5310,19937,421
46808,5076179,421
32763,3497644,421
4171,15578,421
15316,68708,421
29768,2833811,421
48715,5469797,421
37226,4203067,421
49944,5477085,421
50824,5478314,421
34817,3819666,421
20550,80471,421
15226,68420,421
26987,102577,421
23985,90095,421
74683,7043870,421
43939,5061753,421
48567,5469563,421
40569,5045040,421
40571,5045043,421
39428,4592646,421
6726,25862,421
63036,6748133,421
53466,5630510,421
14920,67486,421
6490,25190,421
5466,20323,421
48383,5469243,420
40772,5045374,420
53720,5657405,420
13030,62462,420
35715,3856266,420
36643,4033607,420
14442,66658,420
36863,4141406,420
25292,95504,420
15451,69113,420
50537,5477952,420
16147,70717,420
51078,5479143,420
18200,75055,420
21276,82201,420
32787,3500686,420
7084,26783,420
75281,7048412,420
19175,76915,419
30977,3040232,419
30264,2834607,419
1838,7795,419
14087,65260,419
21339,82324,419
81011,7325213,419
6067,24342,419
1277,6228,419
9217,38926,419
3472,13820,419
41395,5046348,419
22928,87976,419
53585,5651469,419
4758,17535,419
838,4588,419
4551,16927,419
59140,6692591,419
17610,73737,419
12157,60072,419
68559,6999825,419
6882,26181,419
78044,7064624,419
341,1228,419
58956,6692335,419
56462,6565247,419
14880,67411,419
29396,2564083,419
32945,3563095,419
51530,5481773,419
15815,69972,418
33080,3566297,418
7338,27653,418
19565,77916,418
4054,15235,418
16998,72335,418
23763,89557,418
69278,7008106,418
77919,7063063,418
75308,7048482,418
528,1994,418
12472,60711,418
23926,89945,418
6647,25712,418
65580,6784243,418
782,4416,418
43679,5061372,418
19949,79006,418
3833,14674,418
83096,7348046,418
17969,74609,418
9665,45567,418
6659,25738,418
24162,90601,418
53989,5657807,418
18772,76201,418
91946,13550147,418
42976,5060404,418
55792,6371087,417
49190,5471600,417
65318,6771284,417
44825,5063489,417
21899,85071,417
38485,4276323,417
53663,5654330,417
17971,74611,417
10117,50482,417
36430,3866656,417
59953,6694737,417
34254,3818570,417
41941,5047144,417
11702,58905,417
38022,4275535,417
16627,71673,417
57121,6636202,417
8079,30372,417
83095,7348045,417
32990,3564291,416
16500,71416,416
47203,5214789,416
40145,5044288,416
3845,14693,416
3421,13713,416
49643,5476604,416
51425,5481373,416
2085,8353,416
36726,4033729,416
68081,6826933,416
4286,15966,416
25695,96438,416
29984,2834133,416
41563,5046593,416
41248,5046116,416
